"","Site.name","date2","av.temp"
"1","Artesian Monitoring - AM20B",2019-06-01,21.45
"2","Artesian Monitoring - AM20B",2019-07-01,21.4859677419355
"3","Artesian Monitoring - AM20B",2019-08-01,21.4640322580645
"4","Artesian Monitoring - AM20B",2019-09-01,21.2716
"5","Artesian Monitoring - AM20B",2019-10-01,21.0643225806452
"6","Artesian Monitoring - AM20B",2019-11-01,20.8890333333333
"7","Artesian Monitoring - AM20B",2019-12-01,20.7877419354839
"8","Artesian Monitoring - AM20B",2020-01-01,20.771064516129
"9","Artesian Monitoring - AM20B",2020-02-01,20.8119
"10","Artesian Monitoring - AM20B",2020-03-01,20.8913461538462
"11","Artesian Monitoring - AM23B",2019-11-01,29.935
"12","Artesian Monitoring - AM23B",2019-12-01,27.6246451612903
"13","Artesian Monitoring - AM23B",2020-01-01,27.0466129032258
"14","Artesian Monitoring - AM23B",2020-02-01,27.5982666666667
"15","Artesian Monitoring - AM23B",2020-03-01,27.7818076923077
"16","Artesian Monitoring - AM23C",2019-12-01,18.3100909090909
"17","Artesian Monitoring - AM23C",2020-01-01,18.275
"18","Artesian Monitoring - AM23C",2020-02-01,18.2555666666667
"19","Artesian Monitoring - AM23C",2020-03-01,18.1832692307692
"20","Artesian Monitoring - AM27C",2019-06-01,21.628
"21","Artesian Monitoring - AM27C",2019-07-01,21.6275161290323
"22","Artesian Monitoring - AM27C",2019-08-01,21.6061290322581
"23","Artesian Monitoring - AM27C",2019-09-01,21.6059
"24","Artesian Monitoring - AM27C",2019-10-01,21.6207096774194
"25","Artesian Monitoring - AM27C",2019-11-01,21.6527666666667
"26","Artesian Monitoring - AM27C",2019-12-01,21.6148064516129
"27","Artesian Monitoring - AM27C",2020-01-01,21.6481612903226
"28","Artesian Monitoring - AM27C",2020-02-01,21.6199666666667
"29","Artesian Monitoring - AM27C",2020-03-01,21.6231724137931
"30","Artesian Monitoring - AM27D",2019-06-01,21.407
"31","Artesian Monitoring - AM27D",2019-07-01,21.4088709677419
"32","Artesian Monitoring - AM27D",2019-08-01,21.4102258064516
"33","Artesian Monitoring - AM27D",2019-09-01,21.4107666666667
"34","Artesian Monitoring - AM27D",2019-10-01,21.4133225806452
"35","Artesian Monitoring - AM27D",2019-11-01,21.413
"36","Artesian Monitoring - AM27D",2019-12-01,21.4134516129032
"37","Artesian Monitoring - AM27D",2020-01-01,21.4147741935484
"38","Artesian Monitoring - AM27D",2020-02-01,21.4157
"39","Artesian Monitoring - AM27D",2020-03-01,21.4161724137931
"40","Artesian Monitoring - AM27E",2019-06-01,20.8556666666667
"41","Artesian Monitoring - AM27E",2019-07-01,20.8591935483871
"42","Artesian Monitoring - AM27E",2019-08-01,20.8619032258065
"43","Artesian Monitoring - AM27E",2019-09-01,20.8668666666667
"44","Artesian Monitoring - AM27E",2019-10-01,20.8704838709677
"45","Artesian Monitoring - AM27E",2019-11-01,20.8746333333333
"46","Artesian Monitoring - AM27E",2019-12-01,20.8784516129032
"47","Artesian Monitoring - AM27E",2020-01-01,20.8812580645161
"48","Artesian Monitoring - AM27E",2020-02-01,20.8852
"49","Artesian Monitoring - AM27E",2020-03-01,20.8883103448276
"50","Artesian Monitoring - AM8B",2019-07-01,19.5679310344828
"51","Artesian Monitoring - AM8B",2019-08-01,19.5693225806452
"52","Artesian Monitoring - AM8B",2019-09-01,19.5703333333333
"53","Artesian Monitoring - AM8B",2019-10-01,19.571935483871
"54","Artesian Monitoring - AM8B",2019-11-01,19.573
"55","Artesian Monitoring - AM8B",2019-12-01,19.5776451612903
"56","Artesian Monitoring - AM8B",2020-01-01,19.5773225806452
"57","Artesian Monitoring - AM8B",2020-02-01,19.577
"58","Artesian Monitoring - AM8B",2020-03-01,19.5791379310345
"59","Lake Thetis - TH1B",2011-04-01,20.6256666666667
"60","Lake Thetis - TH1B",2011-05-01,20.627
"61","Lake Thetis - TH1B",2011-06-01,20.6369
"62","Lake Thetis - TH1B",2011-07-01,20.6583870967742
"63","Lake Thetis - TH1B",2011-08-01,20.6683548387097
"64","Lake Thetis - TH1B",2011-09-01,20.6541
"65","Lake Thetis - TH1B",2011-10-01,20.5456129032258
"66","Lake Thetis - TH1B",2011-11-01,20.5001428571429
"67","Lake Thetis - TH1C",2011-03-01,19.8083666666667
"68","Lake Thetis - TH1C",2011-04-01,20.1978666666667
"69","Lake Thetis - TH1C",2011-05-01,20.5743870967742
"70","Lake Thetis - TH1C",2011-06-01,20.8020333333333
"71","Lake Thetis - TH1C",2011-07-01,20.804064516129
"72","Lake Thetis - TH1C",2011-08-01,20.5869032258065
"73","Lake Thetis - TH1C",2011-09-01,20.2616333333333
"74","Lake Thetis - TH1C",2011-10-01,19.9915483870968
"75","Lake Thetis - TH1C",2011-11-01,19.8191428571429
"76","Lake Thetis - TH2C",2011-03-01,20.9373
"77","Lake Thetis - TH2C",2011-04-01,21.3804
"78","Lake Thetis - TH2C",2011-05-01,21.7056451612903
"79","Lake Thetis - TH2C",2011-06-01,21.8685
"80","Lake Thetis - TH2C",2011-07-01,21.741
"81","Lake Thetis - TH2C",2011-08-01,21.2469032258065
"82","Lake Thetis - TH2C",2011-09-01,20.7381666666667
"83","Lake Thetis - TH2C",2011-10-01,20.468935483871
"84","Lake Thetis - TH2C",2011-11-01,20.4265714285714
